V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
1.0,4.0,v2,v4,0.23,v2,0.0,1.0,v2,1.0,95143.0,v2,v1,v2,v3,0.44,686.0,37.2,v2,60.0,69.6,0.876,272.0,3.0,v4,1.0,442.0,3.0,0.928,549.0,v1,0.629,646.0,v3,4034.0,0.348,v1,v4,v3,v2,2.0,6113.0,4.0,v3,7.94,2.0,v4,v2,v3,0.0,v3,2.0,5.02,0.0,v2,v1,v3,v1,45372.0,6410.0,23.9,1.0,30.5,v3,1.0,v1,20110.0,v4,v4,6.88,3.0,5934.0,0.35,2830.0,0.0,64.0,79.4,2.0,v4,0.0,v4,4.07,v1,v2,43.7,3.92,0.0,804.0,v1,v1,2.0,v1,v2,0.0,5771.0,v3,v3,v6,v1,v5,0
1.0,2.0,v1,v1,0.04,v2,0.0,1.0,v2,2.0,32343.0,v3,v2,v2,v3,0.26,881.0,25.0,v1,31.0,71.4,0.807,203.0,2.0,v4,0.0,384.0,0.0,0.941,877.0,v1,0.618,658.0,v5,5232.0,0.565,v3,v1,v1,v2,3.0,6202.0,1.0,v1,7.45,3.0,v1,v2,v4,0.0,v2,1.0,6.95,1.0,v1,v3,v1,v2,41644.0,5940.0,48.8,0.0,31.2,v1,1.0,v2,15937.0,v5,v1,5.58,1.0,6644.0,0.15,2412.0,1.0,62.0,81.5,5.0,v5,1.0,v3,3.78,v2,v2,56.7,3.44,3.0,656.0,v3,v2,1.0,v1,v1,0.0,5554.0,v2,v2,v6,v2,v1,0
0.0,0.0,v5,v4,0.15,v2,0.0,3.0,v1,2.0,72136.0,v2,v2,v5,v1,0.35,328.0,33.3,v1,27.0,73.1,0.947,280.0,3.0,v1,0.0,397.0,3.0,0.917,675.0,v2,0.609,649.0,v4,4057.0,0.143,v1,v2,v3,v2,1.0,6381.0,4.0,v1,7.45,1.0,v4,v1,v6,1.0,v5,2.0,4.4,1.0,v2,v2,v2,v1,54438.0,6310.0,72.4,1.0,34.1,v1,0.0,v2,16461.0,v2,v3,5.57,0.0,7129.0,0.47,4155.0,0.0,88.0,79.6,5.0,v3,0.0,v4,4.07,v3,v1,44.5,4.43,0.0,695.0,v4,v3,0.0,v2,v2,0.0,5689.0,v2,v1,v3,v2,v2,1
0.0,4.0,v2,v1,0.08,v1,1.0,0.0,v4,1.0,71918.0,v3,v2,v2,v5,0.5,854.0,26.5,v1,46.0,75.4,0.941,266.0,2.0,v2,1.0,425.0,0.0,0.932,704.0,v2,0.486,639.0,v5,4035.0,0.557,v1,v1,v3,v2,3.0,7120.0,4.0,v1,7.4,1.0,v5,v1,v1,1.0,v1,1.0,6.9,0.0,v4,v5,v3,v2,48748.0,5854.0,43.7,0.0,36.7,v3,2.0,v1,14438.0,v4,v2,7.5,2.0,6948.0,0.15,3918.0,2.0,69.0,79.5,5.0,v3,0.0,v2,6.44,v1,v2,43.9,3.79,0.0,473.0,v3,v3,2.0,v2,v1,1.0,5575.0,v5,v1,v3,v2,v3,0
1.0,0.0,v6,v4,0.04,v3,0.0,2.0,v1,2.0,42392.0,v3,v2,v1,v3,0.26,772.0,31.0,v2,28.0,66.4,0.915,236.0,1.0,v4,1.0,359.0,1.0,0.943,762.0,v2,0.588,606.0,v6,5412.0,0.724,v2,v2,v4,v1,2.0,6177.0,2.0,v3,7.61,3.0,v1,v1,v2,0.0,v2,2.0,4.78,1.0,v5,v4,v2,v3,71802.0,5698.0,52.3,1.0,60.7,v3,2.0,v2,13121.0,v4,v2,7.03,3.0,5883.0,0.15,2988.0,1.0,74.0,79.2,5.0,v1,0.0,v4,6.36,v3,v2,51.7,7.94,2.0,672.0,v6,v3,1.0,v1,v1,0.0,5604.0,v1,v2,v2,v1,v2,1
0.0,2.0,v1,v3,0.42,v3,0.0,3.0,v1,1.0,71943.0,v2,v1,v3,v2,0.14,844.0,34.7,v2,39.0,72.3,0.908,213.0,3.0,v1,1.0,464.0,2.0,0.934,545.0,v1,0.609,650.0,v5,5284.0,0.205,v5,v2,v3,v2,2.0,6402.0,0.0,v1,7.88,2.0,v3,v1,v5,0.0,v2,3.0,3.71,1.0,v1,v2,v3,v2,55714.0,5890.0,78.2,0.0,30.6,v1,2.0,v1,20278.0,v5,v1,6.74,0.0,6573.0,0.17,2549.0,0.0,72.0,81.8,1.0,v5,0.0,v3,3.35,v2,v1,46.3,7.84,2.0,459.0,v6,v2,2.0,v2,v1,0.0,5542.0,v1,v2,v4,v1,v3,0
0.0,2.0,v2,v4,0.04,v3,0.0,2.0,v3,3.0,71928.0,v3,v1,v4,v3,0.31,524.0,25.8,v1,33.0,81.6,0.933,248.0,1.0,v1,1.0,430.0,3.0,0.938,845.0,v1,0.529,655.0,v1,5310.0,0.64,v3,v1,v5,v2,0.0,6400.0,4.0,v4,7.96,0.0,v2,v2,v1,0.0,v1,2.0,3.67,1.0,v1,v2,v2,v2,71156.0,6277.0,60.1,0.0,30.2,v4,2.0,v2,19973.0,v3,v3,5.57,3.0,6384.0,0.67,3749.0,2.0,69.0,79.2,4.0,v4,0.0,v4,6.49,v1,v2,58.3,6.83,1.0,452.0,v6,v2,1.0,v1,v1,0.0,5209.0,v1,v3,v3,v1,v4,1
0.0,3.0,v2,v2,0.27,v3,0.0,2.0,v3,3.0,43721.0,v1,v2,v1,v5,0.39,316.0,36.0,v1,30.0,68.8,0.888,259.0,2.0,v1,1.0,438.0,0.0,0.91,880.0,v1,0.636,600.0,v3,5271.0,0.756,v4,v2,v2,v2,2.0,6304.0,1.0,v1,7.8,3.0,v5,v1,v4,2.0,v3,2.0,6.87,0.0,v1,v2,v1,v2,51292.0,6360.0,37.6,0.0,33.4,v4,0.0,v1,16072.0,v1,v2,6.16,0.0,7222.0,0.53,2575.0,2.0,89.0,79.2,1.0,v4,0.0,v4,5.06,v1,v1,46.5,6.83,2.0,382.0,v5,v2,1.0,v2,v1,0.0,5518.0,v1,v1,v3,v1,v1,1
0.0,2.0,v1,v3,0.04,v1,0.0,1.0,v4,2.0,36034.0,v3,v2,v2,v2,0.41,852.0,27.3,v2,44.0,73.0,0.86,249.0,2.0,v2,0.0,315.0,0.0,0.91,680.0,v1,0.616,648.0,v6,4701.0,0.893,v1,v4,v3,v1,0.0,6330.0,1.0,v2,8.49,2.0,v3,v2,v3,0.0,v5,0.0,6.06,1.0,v5,v4,v2,v2,70664.0,6273.0,50.2,1.0,31.3,v3,0.0,v2,17627.0,v5,v2,6.79,3.0,6919.0,0.67,3245.0,1.0,93.0,79.0,2.0,v3,0.0,v1,5.43,v2,v1,46.4,5.16,2.0,658.0,v1,v2,2.0,v2,v1,1.0,6019.0,v3,v2,v4,v1,v1,0
1.0,0.0,v1,v1,0.26,v1,1.0,1.0,v2,3.0,49103.0,v2,v1,v1,v1,0.35,884.0,28.0,v1,66.0,80.9,0.932,237.0,0.0,v1,0.0,401.0,1.0,0.922,755.0,v2,0.677,647.0,v2,4746.0,0.482,v5,v4,v3,v2,3.0,5570.0,2.0,v5,8.77,0.0,v5,v1,v5,0.0,v5,0.0,4.42,0.0,v1,v1,v3,v1,46139.0,6152.0,43.6,1.0,61.0,v1,2.0,v2,20080.0,v1,v2,6.95,0.0,6352.0,0.39,5933.0,1.0,66.0,84.2,4.0,v3,1.0,v4,3.64,v1,v2,43.9,7.79,0.0,439.0,v2,v1,2.0,v1,v1,0.0,5913.0,v1,v3,v4,v1,v4,0
0.0,2.0,v1,v4,0.39,v1,1.0,0.0,v4,3.0,54825.0,v1,v2,v3,v4,0.18,804.0,31.1,v2,38.0,71.1,0.865,203.0,4.0,v4,0.0,455.0,2.0,0.942,827.0,v2,0.631,656.0,v1,5268.0,0.171,v4,v4,v2,v1,3.0,6267.0,2.0,v4,7.77,3.0,v2,v2,v4,0.0,v1,2.0,6.58,0.0,v3,v2,v1,v2,51617.0,6664.0,45.6,1.0,50.3,v1,2.0,v1,18170.0,v2,v1,6.87,1.0,6877.0,0.17,2283.0,1.0,87.0,84.5,3.0,v1,1.0,v2,6.99,v2,v2,61.6,4.31,1.0,487.0,v5,v1,0.0,v2,v2,1.0,5775.0,v5,v2,v1,v1,v1,1
1.0,1.0,v4,v2,0.48,v2,0.0,3.0,v3,2.0,72103.0,v1,v2,v5,v1,0.17,573.0,24.3,v1,31.0,72.1,0.905,245.0,3.0,v3,0.0,434.0,1.0,0.935,678.0,v1,0.579,652.0,v5,5284.0,0.147,v3,v3,v5,v1,0.0,6119.0,4.0,v1,7.72,1.0,v1,v2,v3,2.0,v4,2.0,6.39,0.0,v3,v2,v3,v2,72122.0,5705.0,38.5,1.0,31.2,v3,2.0,v2,17328.0,v5,v4,6.68,0.0,6575.0,0.4,2415.0,0.0,69.0,81.4,4.0,v3,0.0,v4,5.81,v2,v2,47.1,7.84,2.0,438.0,v3,v3,2.0,v2,v1,0.0,5094.0,v3,v2,v6,v2,v2,0
0.0,3.0,v5,v3,0.04,v3,1.0,3.0,v3,3.0,36577.0,v2,v1,v2,v4,0.48,762.0,30.5,v1,42.0,72.7,0.896,286.0,2.0,v4,0.0,472.0,2.0,0.932,606.0,v2,0.536,656.0,v2,5199.0,0.227,v5,v1,v4,v1,0.0,6110.0,1.0,v1,8.71,0.0,v4,v2,v4,1.0,v5,0.0,7.13,0.0,v5,v4,v1,v1,67507.0,6382.0,73.0,0.0,42.4,v4,2.0,v2,21171.0,v2,v4,6.63,3.0,7058.0,0.66,5325.0,1.0,71.0,83.1,3.0,v2,0.0,v4,4.13,v1,v1,48.4,7.8,0.0,381.0,v1,v3,0.0,v1,v1,0.0,5750.0,v1,v1,v2,v1,v2,0
1.0,2.0,v1,v2,0.05,v2,1.0,1.0,v1,1.0,71920.0,v3,v1,v5,v2,0.29,464.0,25.4,v2,40.0,73.0,0.93,264.0,4.0,v2,1.0,388.0,4.0,0.934,841.0,v1,0.608,656.0,v4,5251.0,0.565,v4,v4,v4,v1,2.0,5684.0,4.0,v3,8.64,1.0,v4,v1,v2,1.0,v4,0.0,6.87,1.0,v2,v5,v1,v1,71000.0,5913.0,85.8,1.0,30.2,v4,1.0,v1,18158.0,v4,v2,5.58,1.0,6829.0,0.15,4252.0,1.0,67.0,83.3,3.0,v2,1.0,v3,3.8,v3,v2,43.6,4.93,3.0,407.0,v3,v2,0.0,v1,v1,1.0,5653.0,v5,v2,v5,v2,v1,0
0.0,2.0,v4,v4,0.21,v1,0.0,0.0,v4,0.0,72215.0,v2,v1,v5,v6,0.45,428.0,25.3,v1,55.0,73.4,0.932,247.0,1.0,v3,1.0,465.0,2.0,0.942,587.0,v1,0.595,654.0,v2,3980.0,0.476,v1,v4,v2,v2,1.0,6063.0,2.0,v3,7.41,1.0,v2,v3,v1,1.0,v2,0.0,7.24,1.0,v4,v4,v1,v3,50960.0,7115.0,51.7,1.0,51.7,v2,0.0,v2,16535.0,v1,v1,5.57,3.0,6977.0,0.62,4820.0,2.0,68.0,81.2,0.0,v4,0.0,v1,6.42,v1,v1,46.0,7.57,1.0,453.0,v6,v1,1.0,v2,v2,0.0,5277.0,v5,v1,v3,v2,v2,1
0.0,0.0,v2,v3,0.41,v2,1.0,1.0,v3,2.0,71962.0,v2,v2,v4,v2,0.43,809.0,29.8,v1,54.0,83.1,0.928,235.0,4.0,v4,1.0,289.0,0.0,0.94,881.0,v1,0.449,595.0,v4,5292.0,0.893,v3,v4,v3,v2,0.0,6075.0,1.0,v2,8.67,0.0,v3,v3,v1,2.0,v4,1.0,4.9,1.0,v1,v2,v1,v3,53047.0,5895.0,34.3,0.0,30.4,v1,0.0,v2,20090.0,v2,v3,5.57,3.0,6560.0,0.32,8058.0,1.0,93.0,84.1,4.0,v2,1.0,v4,4.12,v1,v2,45.5,5.3,0.0,481.0,v5,v1,2.0,v2,v2,0.0,5693.0,v4,v3,v4,v2,v5,0
1.0,2.0,v4,v2,0.06,v3,1.0,2.0,v2,0.0,37886.0,v2,v1,v3,v2,0.2,341.0,31.2,v2,28.0,84.1,0.944,251.0,3.0,v1,0.0,398.0,4.0,0.91,692.0,v1,0.49,601.0,v4,5207.0,0.82,v5,v3,v5,v1,3.0,6297.0,2.0,v3,7.53,0.0,v6,v3,v6,0.0,v5,3.0,4.94,1.0,v4,v3,v3,v3,50908.0,6452.0,50.5,1.0,31.0,v2,1.0,v2,18154.0,v3,v2,5.58,3.0,6037.0,0.43,6103.0,0.0,73.0,84.4,2.0,v2,1.0,v4,6.81,v2,v1,46.5,6.01,0.0,472.0,v4,v2,1.0,v2,v2,1.0,5585.0,v3,v1,v3,v2,v3,1
0.0,3.0,v5,v3,0.39,v3,1.0,0.0,v4,1.0,46148.0,v3,v2,v5,v4,0.57,873.0,34.2,v1,39.0,72.0,0.939,240.0,2.0,v2,0.0,411.0,2.0,0.934,729.0,v2,0.637,605.0,v1,5029.0,0.349,v1,v1,v3,v2,3.0,6228.0,2.0,v2,8.7,3.0,v5,v3,v3,0.0,v4,2.0,3.75,1.0,v5,v5,v1,v3,55188.0,5696.0,82.9,1.0,33.1,v4,1.0,v1,19591.0,v4,v3,6.36,2.0,6105.0,0.58,2518.0,2.0,71.0,82.1,4.0,v2,1.0,v1,5.42,v3,v1,45.8,3.49,2.0,415.0,v1,v1,2.0,v2,v1,0.0,5483.0,v1,v3,v3,v2,v2,1
0.0,1.0,v5,v1,0.32,v3,0.0,3.0,v1,0.0,47698.0,v2,v2,v2,v3,0.25,884.0,33.3,v1,27.0,68.6,0.903,273.0,2.0,v3,1.0,322.0,1.0,0.933,744.0,v1,0.609,602.0,v3,4000.0,0.319,v4,v1,v5,v1,3.0,5846.0,3.0,v1,8.65,0.0,v6,v2,v5,0.0,v2,2.0,3.8,0.0,v4,v3,v2,v2,52978.0,6437.0,16.5,0.0,31.4,v2,0.0,v2,14141.0,v5,v4,5.57,1.0,6859.0,0.15,4040.0,2.0,87.0,79.2,4.0,v2,1.0,v3,6.77,v1,v2,52.9,4.34,3.0,388.0,v6,v3,1.0,v2,v1,1.0,5845.0,v3,v1,v4,v1,v1,1
0.0,2.0,v6,v4,0.33,v1,1.0,1.0,v2,3.0,34428.0,v1,v2,v3,v4,0.16,846.0,35.9,v2,28.0,84.5,0.958,199.0,4.0,v4,0.0,448.0,2.0,0.933,555.0,v1,0.445,598.0,v4,4976.0,0.139,v1,v4,v2,v2,0.0,6114.0,4.0,v5,8.83,3.0,v4,v1,v2,2.0,v4,2.0,7.1,0.0,v3,v4,v1,v1,54554.0,6445.0,51.6,1.0,60.1,v5,1.0,v1,20394.0,v2,v3,6.96,2.0,6878.0,0.15,4567.0,0.0,84.0,83.0,3.0,v4,1.0,v2,6.5,v2,v2,44.9,4.98,1.0,668.0,v4,v1,1.0,v1,v1,0.0,5574.0,v4,v3,v5,v2,v2,0
1.0,3.0,v4,v3,0.2,v1,1.0,2.0,v4,0.0,74849.0,v3,v2,v4,v2,0.23,693.0,29.6,v1,64.0,75.8,0.929,243.0,4.0,v2,1.0,366.0,4.0,0.933,787.0,v1,0.582,654.0,v3,4012.0,0.142,v2,v4,v3,v1,0.0,5615.0,4.0,v1,7.86,0.0,v4,v2,v5,2.0,v5,1.0,6.64,1.0,v5,v5,v1,v1,43873.0,5917.0,76.9,1.0,50.5,v3,1.0,v1,18041.0,v3,v3,6.99,1.0,6863.0,0.65,4499.0,0.0,68.0,79.2,3.0,v1,1.0,v4,6.48,v1,v2,51.2,7.41,3.0,658.0,v3,v2,0.0,v1,v2,0.0,5134.0,v5,v3,v1,v1,v4,0
0.0,2.0,v1,v4,0.4,v2,1.0,2.0,v4,3.0,35501.0,v3,v2,v2,v2,0.29,613.0,29.8,v1,28.0,68.4,0.85,246.0,1.0,v3,1.0,484.0,0.0,0.926,791.0,v2,0.478,648.0,v6,4044.0,0.146,v1,v4,v2,v1,2.0,6366.0,2.0,v2,7.81,2.0,v6,v2,v3,1.0,v5,0.0,4.92,1.0,v3,v1,v2,v2,40771.0,6470.0,51.3,0.0,61.1,v4,1.0,v2,16082.0,v5,v3,6.89,2.0,6979.0,0.39,3136.0,1.0,91.0,81.9,3.0,v3,1.0,v4,5.07,v3,v1,46.0,3.61,3.0,365.0,v2,v2,1.0,v2,v1,0.0,5529.0,v3,v1,v2,v1,v2,0
0.0,1.0,v6,v2,0.49,v2,1.0,2.0,v4,2.0,35535.0,v2,v1,v2,v2,0.09,888.0,26.2,v1,35.0,72.2,0.876,264.0,1.0,v3,0.0,470.0,0.0,0.943,686.0,v2,0.617,656.0,v2,6601.0,0.523,v1,v1,v5,v2,3.0,6400.0,1.0,v4,7.56,3.0,v1,v3,v2,1.0,v3,0.0,6.89,0.0,v2,v1,v1,v2,53916.0,5928.0,85.8,0.0,60.7,v4,1.0,v1,18442.0,v5,v4,7.42,2.0,6864.0,0.15,2601.0,0.0,88.0,81.7,3.0,v2,0.0,v4,6.07,v2,v2,46.4,3.46,2.0,658.0,v5,v1,2.0,v1,v1,0.0,5074.0,v5,v2,v4,v2,v4,1
1.0,2.0,v3,v1,0.24,v1,0.0,3.0,v4,0.0,72788.0,v3,v2,v3,v3,0.33,510.0,33.6,v1,50.0,82.8,0.946,219.0,1.0,v3,1.0,425.0,1.0,0.911,639.0,v2,0.627,600.0,v3,6678.0,0.475,v2,v3,v5,v1,3.0,6402.0,3.0,v2,7.92,0.0,v2,v1,v1,1.0,v2,1.0,3.79,1.0,v4,v4,v1,v1,59301.0,5988.0,40.6,0.0,34.7,v5,2.0,v2,18422.0,v1,v3,6.68,2.0,6827.0,0.23,2574.0,2.0,91.0,80.1,0.0,v5,0.0,v3,3.51,v1,v2,45.3,5.74,2.0,376.0,v2,v1,1.0,v1,v1,0.0,5152.0,v4,v1,v6,v2,v3,1
0.0,1.0,v6,v2,0.44,v1,0.0,0.0,v4,0.0,41141.0,v3,v2,v1,v2,0.52,862.0,31.1,v2,58.0,75.5,0.864,231.0,4.0,v1,0.0,422.0,0.0,0.909,545.0,v2,0.613,602.0,v5,6478.0,0.351,v1,v3,v4,v1,3.0,5802.0,2.0,v5,7.46,2.0,v4,v3,v3,0.0,v5,1.0,3.85,0.0,v2,v4,v2,v2,52544.0,6328.0,26.5,1.0,29.0,v1,1.0,v2,21301.0,v1,v2,6.67,1.0,6928.0,0.72,7286.0,2.0,91.0,79.1,2.0,v3,1.0,v3,4.08,v2,v1,44.8,3.55,3.0,887.0,v2,v1,2.0,v1,v2,0.0,5620.0,v4,v1,v2,v2,v2,1
0.0,2.0,v6,v3,0.06,v2,1.0,0.0,v1,0.0,71916.0,v2,v2,v5,v5,0.53,283.0,31.0,v1,43.0,69.4,0.957,218.0,3.0,v4,1.0,325.0,0.0,0.936,876.0,v2,0.498,628.0,v1,6538.0,0.886,v3,v2,v5,v2,3.0,6153.0,1.0,v2,7.47,3.0,v1,v1,v4,1.0,v3,2.0,6.91,1.0,v3,v1,v3,v2,54124.0,6666.0,51.3,1.0,61.2,v5,0.0,v2,18273.0,v3,v3,6.71,1.0,6738.0,0.53,3142.0,0.0,63.0,84.5,1.0,v1,0.0,v1,5.44,v2,v2,44.1,4.79,3.0,419.0,v6,v1,1.0,v1,v1,0.0,5647.0,v4,v1,v2,v1,v1,1
1.0,3.0,v4,v3,0.31,v1,0.0,1.0,v2,2.0,97520.0,v2,v2,v1,v1,0.22,886.0,33.8,v2,45.0,68.9,0.932,256.0,4.0,v4,1.0,422.0,1.0,0.94,592.0,v1,0.59,656.0,v6,5309.0,0.533,v1,v1,v5,v2,0.0,5721.0,0.0,v1,7.29,0.0,v3,v2,v6,2.0,v3,2.0,7.05,1.0,v4,v5,v3,v1,56572.0,6303.0,47.6,0.0,36.7,v2,2.0,v2,19850.0,v3,v1,6.6,0.0,6920.0,0.16,3146.0,2.0,63.0,82.7,2.0,v5,1.0,v2,6.45,v3,v2,43.9,4.15,3.0,380.0,v1,v1,0.0,v2,v2,0.0,5245.0,v5,v2,v6,v1,v2,0
1.0,2.0,v1,v1,0.15,v3,0.0,2.0,v1,0.0,71925.0,v2,v2,v2,v2,0.45,700.0,33.6,v1,54.0,67.0,0.838,215.0,4.0,v3,0.0,301.0,1.0,0.933,706.0,v1,0.61,601.0,v2,5167.0,0.376,v1,v1,v5,v2,3.0,6196.0,1.0,v5,8.29,3.0,v2,v2,v4,0.0,v4,1.0,4.98,0.0,v3,v1,v2,v2,56806.0,7018.0,38.4,0.0,60.4,v4,2.0,v1,17361.0,v2,v1,6.64,2.0,7008.0,0.15,3149.0,2.0,84.0,79.0,2.0,v2,0.0,v2,5.62,v2,v2,63.9,3.54,1.0,678.0,v2,v3,1.0,v1,v2,0.0,5557.0,v1,v3,v5,v1,v5,1
0.0,0.0,v5,v3,0.48,v3,0.0,0.0,v2,0.0,71967.0,v2,v1,v1,v4,0.43,387.0,33.7,v1,40.0,79.4,0.884,275.0,0.0,v4,0.0,355.0,2.0,0.943,878.0,v1,0.503,600.0,v4,6639.0,0.834,v4,v3,v5,v1,1.0,5756.0,2.0,v5,7.62,3.0,v5,v3,v6,0.0,v2,1.0,6.87,0.0,v2,v2,v1,v2,53363.0,6367.0,48.5,1.0,29.0,v1,2.0,v2,18057.0,v2,v4,5.57,3.0,7185.0,0.15,3458.0,1.0,62.0,79.4,4.0,v4,0.0,v4,3.65,v2,v1,45.3,5.71,2.0,433.0,v4,v1,1.0,v2,v2,0.0,5881.0,v3,v2,v1,v2,v3,1
0.0,1.0,v4,v3,0.48,v1,0.0,3.0,v3,0.0,77444.0,v3,v2,v3,v5,0.32,402.0,30.9,v2,54.0,78.3,0.888,224.0,2.0,v3,1.0,441.0,1.0,0.941,596.0,v2,0.577,631.0,v6,4310.0,0.335,v3,v3,v1,v1,0.0,7097.0,4.0,v1,8.12,1.0,v3,v3,v4,1.0,v5,0.0,3.71,1.0,v4,v3,v2,v1,51883.0,6414.0,45.5,0.0,36.5,v5,1.0,v1,20263.0,v5,v1,6.56,2.0,6817.0,0.15,4737.0,0.0,67.0,79.5,5.0,v4,0.0,v3,6.58,v2,v1,46.0,6.53,2.0,834.0,v6,v3,0.0,v2,v2,0.0,5689.0,v5,v1,v2,v1,v3,0
0.0,1.0,v4,v3,0.13,v3,1.0,2.0,v2,1.0,42626.0,v3,v1,v1,v4,0.48,563.0,32.9,v1,52.0,82.6,0.878,216.0,1.0,v4,1.0,356.0,0.0,0.94,868.0,v1,0.628,657.0,v4,5156.0,0.779,v2,v3,v4,v2,2.0,6199.0,3.0,v5,7.69,0.0,v1,v3,v1,1.0,v5,1.0,5.87,1.0,v5,v2,v3,v2,46282.0,6283.0,39.5,0.0,29.6,v5,2.0,v1,23422.0,v4,v2,7.16,3.0,6341.0,0.15,2333.0,0.0,73.0,79.7,2.0,v5,1.0,v4,3.67,v2,v2,45.5,5.54,0.0,821.0,v5,v1,1.0,v2,v1,1.0,5244.0,v4,v3,v6,v2,v2,1
1.0,1.0,v3,v3,0.18,v2,0.0,2.0,v4,1.0,37437.0,v1,v1,v3,v6,0.43,437.0,27.6,v2,38.0,71.1,0.914,262.0,4.0,v3,0.0,300.0,1.0,0.941,698.0,v1,0.464,649.0,v5,3983.0,0.388,v2,v3,v3,v1,3.0,6720.0,1.0,v3,7.61,3.0,v5,v2,v2,2.0,v1,2.0,6.26,1.0,v4,v5,v2,v3,54305.0,6273.0,53.2,0.0,31.2,v3,0.0,v1,16086.0,v4,v3,6.65,1.0,7351.0,0.15,7675.0,1.0,69.0,84.0,4.0,v1,1.0,v2,5.41,v2,v1,46.9,5.02,3.0,704.0,v6,v3,1.0,v1,v1,0.0,6034.0,v5,v1,v6,v1,v4,0
0.0,0.0,v3,v4,0.47,v2,1.0,2.0,v1,1.0,76966.0,v3,v1,v3,v6,0.46,472.0,36.1,v2,37.0,76.5,0.955,270.0,2.0,v3,0.0,449.0,0.0,0.913,548.0,v1,0.526,594.0,v5,4364.0,0.576,v4,v2,v4,v1,0.0,7369.0,3.0,v4,7.95,3.0,v4,v3,v1,0.0,v5,3.0,4.85,0.0,v4,v3,v3,v2,69641.0,5948.0,51.5,0.0,31.0,v5,1.0,v2,16110.0,v3,v4,5.57,1.0,6283.0,0.45,5431.0,0.0,64.0,82.8,3.0,v4,0.0,v4,4.07,v3,v2,44.4,4.42,0.0,903.0,v6,v1,0.0,v1,v2,0.0,5144.0,v1,v2,v3,v2,v4,0
0.0,3.0,v6,v3,0.21,v2,1.0,2.0,v2,2.0,38713.0,v2,v1,v2,v1,0.43,271.0,33.3,v2,36.0,80.1,0.871,188.0,2.0,v3,1.0,430.0,4.0,0.937,877.0,v2,0.614,647.0,v6,5096.0,0.648,v4,v1,v2,v2,2.0,6202.0,0.0,v5,7.8,0.0,v5,v3,v1,2.0,v4,1.0,4.9,1.0,v2,v3,v3,v1,57569.0,6361.0,41.1,1.0,60.5,v5,1.0,v2,14532.0,v5,v3,6.92,1.0,6959.0,0.15,5100.0,1.0,68.0,79.1,2.0,v4,1.0,v2,6.41,v1,v2,45.9,7.21,3.0,666.0,v6,v2,0.0,v2,v2,1.0,5552.0,v1,v3,v2,v1,v5,0
1.0,0.0,v4,v4,0.22,v3,1.0,1.0,v4,2.0,36666.0,v1,v2,v5,v4,0.31,676.0,32.4,v1,32.0,68.0,0.938,248.0,1.0,v1,1.0,443.0,0.0,0.939,704.0,v2,0.493,659.0,v1,5803.0,0.158,v3,v3,v1,v2,2.0,6271.0,2.0,v5,7.56,3.0,v6,v1,v4,2.0,v5,3.0,5.09,1.0,v2,v3,v2,v1,53475.0,6553.0,22.7,1.0,48.4,v1,1.0,v1,15068.0,v2,v4,6.64,0.0,6565.0,0.73,3095.0,0.0,76.0,82.6,3.0,v3,1.0,v4,6.84,v1,v1,45.4,4.01,3.0,437.0,v2,v3,2.0,v2,v2,0.0,5061.0,v1,v3,v3,v2,v4,1
0.0,0.0,v2,v3,0.49,v1,1.0,2.0,v1,0.0,40436.0,v2,v2,v5,v6,0.14,538.0,25.3,v2,51.0,80.2,0.935,274.0,0.0,v1,0.0,457.0,3.0,0.941,545.0,v1,0.576,658.0,v2,5969.0,0.141,v3,v4,v1,v2,3.0,6363.0,4.0,v4,8.21,1.0,v2,v1,v5,1.0,v1,0.0,6.96,1.0,v3,v4,v2,v3,53709.0,6042.0,62.1,0.0,60.5,v1,0.0,v1,20139.0,v5,v1,7.51,1.0,6938.0,0.28,5206.0,0.0,69.0,79.7,3.0,v4,0.0,v1,4.4,v3,v1,45.0,8.01,2.0,780.0,v2,v1,1.0,v2,v2,0.0,5548.0,v2,v1,v5,v2,v1,1
0.0,2.0,v1,v1,0.22,v1,1.0,1.0,v3,1.0,35973.0,v3,v2,v2,v3,0.25,367.0,31.1,v1,40.0,82.7,0.928,204.0,2.0,v1,0.0,469.0,2.0,0.919,841.0,v2,0.453,656.0,v6,6566.0,0.697,v3,v1,v2,v1,1.0,7259.0,3.0,v1,8.48,3.0,v5,v1,v1,1.0,v3,2.0,6.92,0.0,v3,v3,v3,v2,40542.0,6300.0,47.4,0.0,29.9,v1,0.0,v1,14870.0,v1,v2,5.57,1.0,6383.0,0.63,7908.0,1.0,90.0,81.9,0.0,v4,0.0,v3,3.79,v2,v1,47.3,7.64,2.0,414.0,v6,v3,1.0,v1,v1,0.0,5261.0,v1,v2,v3,v2,v1,1
